未確認複合侵蝕体Mikakunin Fukugō Shinshokutai,未確認複合侵蝕体
不幸な贈り物Fukō na Okurimono,不幸な贈り物
仮のガイドKari no Gaido,仮のガイド
青氷が如き清白Ao Kori ga Gotoki Seihaku,青氷が如き清白
あなたさまがすべて忘れ去るまでAnatasama ga Subete Wasurekiru made,あなたさまがすべて忘れ去るまで
廃棄バッテリーHaiki Batterī,廃棄バッテリー
VIP貯金箱,VIP貯金箱
VIP緊急ボタン,VIP緊急ボタン
VIP待遇,VIP待遇
流れ者の居場所Nagaremono no Ibasho,流れ者の居場所
"「明けの明星」""Ake no Myōjō""",「明けの明星」
ヴェロニカVeronika,ヴェロニカ
元気な店長さんGenki na Denchō san,元気な店長さん
"「悪犬」が道を塞ぐ""Akuken"" ga Michi wo Fusagu",「悪犬」が道を塞ぐ
ビクターBikutā,ビクター
ヴィクトリア家政Vikutoria Kasei,ヴィクトリア家政
ヴィクトリア家政チケットVikutoria Kasei Chiketto,ヴィクトリア家政チケット
映像アーカイブĒzou Ākaibu,映像アーカイブ
出張ビデオ屋Chucchō Bideoya,出張ビデオ屋
スミレSumire,スミレ
バーチャル・バウンダリーBācharu Baundarī,バーチャル・バウンダリー
虚ろに潜む報復劇Utsuro ni Hisomu Hofuku-geki,虚ろに潜む報復劇
ヴィジョン・コーポレーションBijon Kōporēshon,ヴィジョン・コーポレーション
ビビアン・バンシーBibian Banshī,ビビアン・バンシー
ビビアンの名刺Bibian no Mēshi,ビビアンの名刺
ビビBibi,ビビ
虚狩りUtsurogari,虚狩り
音動機用蓄電池Ondōki yō Chikudenchi,音動機用蓄電池
ウェイドWeido,ウェイド
衛非地区Ehi Chiku,衛非地区
スイレンSuiren,スイレン
ウェーランド・マーフィーWērando Māfī,ウェーランド・マーフィー
啜り泣くゆりかごSusuri Naku Yurikago,啜り泣くゆりかご
変な探偵Henna Tantei,変な探偵
変なゴミ拾いHenna Gomi Hiroi,変なゴミ拾い
変な学生Henna Gakusei,変な学生
ウェストWesuto,ウェスト
ジンベエザメJinbeezame,ジンベエザメ
"「サンドイッチがやってくる」""Sandoicchi ga Yattekuru""",「サンドイッチがやってくる」
グルメストームGurumesutōmu,グルメストーム
ホワイトスター学会Howaito Stā Gakkai,ホワイトスター学会
ホイットニーHoittonī,ホイットニー
Wifi无处不在,Wifi无处不在
ウィリアムUiriamu,ウィリアムUiriamu
ウィリスWirisu,ウィリスWirisu
ウィンド・オブ・ザ・ワイルドWindo Obu Za Wairudo,ウィンド・オブ・ザ・ワイルド
風追いの羽Kaze'oi no Hane,風追いの羽
アキラAkira,アキラAkira
大いなる力には…Ooinaru Chikaraniwa...,大いなる力には…
凋落花園Chōraku Hanazono,凋落花園
見届けし者・勇者の踵Mitodokeshi Mono - Yūsha no Kakato,見届けし者・勇者の踵
見届けし者・一万層の頂上Metodokeshi Mono - Ichiman Sō no Chōjō,見届けし者・一万層の頂上
楽園夢遊記Rakuen Muyū-ki,楽園夢遊記
楽園夢遊戯Rakuen Muyū Gi,楽園夢遊戯
ウッディーUddī,ウッディー
ウッドペッカー・エレクトロUddopekka Erekutoro,ウッドペッカー・エレクトロ
アルボルAruboru,アルボル
ヨルムンガンドYorumungando,ヨルムンガンド
業火の両端Gōka no Ryōtan,業火の両端
ヤンYan,ヤン
乙Otsu[!][!]Assumed reading,乙
儀玄Īshen,儀玄Īshen
儀降Īshan,儀降Īshan
あなたのかたちAnata no Katachi,あなたのかたち
シャンShan,シャン
飲茶仙Yamchasen,飲茶仙
飲茶仙の宴会場Yamuchasen no Enkaijō,飲茶仙の宴会場
ユナYuna,ユナ
雲嶽山Ungaku San,雲嶽山
雲嶽は我に似たりUngaku wa Ware ni Itari,雲嶽は我に似たり
雲嶽を訪ねし者Ungaku wo Tazuneshi Mono,雲嶽を訪ねし者
零号スコアRēgō Sukoā,零号スコア
ザンドラZandora,ザンドラ
ゼーンZēn,ゼーンZēn
残心の青籠Zanshin no Sērō,残心の青籠
ゼンレス限界Zenresu Genkai,ゼンレス限界
ゼンレスゾーンゼロZenresu Zōn Zero,ゼンレスゾーンゼロ
零号暗号化キーRēgō Angōka Kī,零号暗号化キー
ゼロイン調整Zeroin Chōsē,ゼロイン調整
レモン潮流Remon Chōryū,レモン潮流
ホッピングライムHoppinguraimu,ホッピングライム
照Zao,照
正林Sērin[!][!]Assumed reading,正林
朱鳶の名刺Shu En no Mēshi,朱鳶の名刺
子虚Shi Kyō,子虚
ゾラZora,ゾラ
[会心]RPGロケット弾,[会心]RPGロケット弾
CDショップ「吟遊ニードル」,CDショップ「吟遊ニードル」
HIAセンター,HIAセンター
終結スキル：殲滅モードMAX,終結スキル：殲滅モードMAX
【豆知識】プロキシの一般教養&mdash;&mdash;「キャロット」編,【豆知識】プロキシの一般教養&mdash;&mdash;「キャロット」編
H.A.N.D.本部,H.A.N.D.本部
チョップJr.,チョップJr.
極限依頼：PVサウンドトラック集,極限依頼：PVサウンドトラック集
Stars Align 星が交わるとき,Stars Align 星が交わるとき
メッセージボトルNO.1,メッセージボトルNO.1
メッセージボトルNO.2,メッセージボトルNO.2
メッセージボトルNO.3,メッセージボトルNO.3
沙羅GWどこ行く？丨 旅行先をおすすめし合うスレ,沙羅GWどこ行く？丨 旅行先をおすすめし合うスレ
少女A,少女A
Twitchドロップ,Twitchドロップ
ミスター Z,ミスター Z
ついに、エンディングなの{{MC,ついに、エンディングなの
最大HP,最大HP
失ったHP,失ったHP
泅瓏 GHOST,泅瓏 GHOST
残りHP,残りHP
HP消費,HP消費
縛裂式・I型,縛裂式・I型
HP上限,HP上限
開幕最大HP,開幕最大HP
HP回復効果,HP回復効果
HP持続回復効果,HP持続回復効果
HPを失う,HPを失う
即時HP回復,即時HP回復
L式グラウリング・フィスト,L式グラウリング・フィスト
V式サンライズ・アッパー,V式サンライズ・アッパー
V式サンライズ・アッパー-フルストローク,V式サンライズ・アッパー-フルストローク
V式スコーチド・サン,V式スコーチド・サン
W式クラウン・インフェルノ,W式クラウン・インフェルノ
Baseレベル,Baseレベル
殲滅モードMAX,殲滅モードMAX
"「アケロン」""Akeron""",「アケロン」
アチーブメントAchībumento,アチーブメント
嘆きの川を渡りてNageki no Kawa wo Watarite,嘆きの川を渡りて
アクティブスキルAkutibusukiru,アクティブスキル
タツTatsu,タツ
コアスキルKoa Skiru,コアスキル
ドライアイスリンクDoraiaisurinku,ドライアイスリンク
臨時治安犬_JP0A,臨時治安犬_JP0A
追加能力：痛いところ_JP0A,追加能力：痛いところ_JP0A
アドレナリンAdorenarin,アドレナリン
アドレナリン獲得効率Adorenarin Kakutoku Kōritsu,アドレナリン獲得効率
先遣賞金-定期掃討Senken Shōkin - Teiki Sōtō,先遣賞金-定期掃討
縺繝ｼを救えRenkanshi wo Sukue,縺繝ｼを救え
特殊スキル：空掠める_JP0A,特殊スキル：空掠める_JP0A
アゲートAgēto,アゲート
エージェントĒjento,エージェント
クローズアップKurōzuappu,クローズアップ
クローズアップ・アリスKurōzuappu Arisu,クローズアップ・アリス
クローズアップ・アンビーKurōzuappu Anbī,クローズアップ・アンビー
クローズアップ・アンドーKurōzuappu Andō,クローズアップ・アンドー
クローズアップ・アストラKurōzuappu Asutora,クローズアップ・アストラ
クローズアップ・ベンKurōzuappu Ben,クローズアップ・ベン
クローズアップ・ビリーKurōzuappu Birī,クローズアップ・ビリー
クローズアップ・バーニスKurōzuappu Bānisu,クローズアップ・バーニス
クローズアップ・シーザーKurōzuappu Shīzā,クローズアップ・シーザー
クローズアップ・カリンKurōzuappu Karin,クローズアップ・カリン
クローズアップ・ダイアリンKurōzuappu Daiarin,クローズアップ・ダイアリン
クローズアップ・エレンKurōzuappu Eren,クローズアップ・エレン
クローズアップ・イヴリンKurōzuappu Ivurin,クローズアップ・イヴリン
クローズアップ・グレースKurōzuappu Gurēsu,クローズアップ・グレース
クローズアップ・ヒューゴKurōzuappu Hyūgo,クローズアップ・ヒューゴ
クローズアップ・ジェーンKurōzuappu Jēn,クローズアップ・ジェーン
クローズアップ・クレタKurōzuappu Kureta,クローズアップ・クレタ
クローズアップ・ライトKurōzuappu Raito,クローズアップ・ライト
クローズアップ・リュシアKurōzuappu Ryushia,クローズアップ・リュシア
クローズアップ・ルーシーKurōzuappu Rūshī,クローズアップ・ルーシー
クローズアップ・ライカンKurōzuappu Raikan,クローズアップ・ライカン
クローズアップ・ニコKurōzuappu Niko,クローズアップ・ニコ
クローズアップ・パイパーKurōzuappu Paipā,クローズアップ・パイパー
クローズアップ・プルクラKurōzuappu Purukura,クローズアップ・プルクラ
クローズアップ・リナKurōzuappu Rina,クローズアップ・リナ
クローズアップ・セスKurōzuappu Sesu,クローズアップ・セス
クローズアップ・ビビアンKurōzuappu Bibian,クローズアップ・ビビアン
クローズアップ・イドリーKurōzuappu Idorī,クローズアップ・イドリー
ガリバー隊員Gariba Tai'in,ガリバー隊員
コスチュームKosuchūmu,コスチューム
エージェント秘話Ējento Hiwa,エージェント秘話
エージェント秘話Ējento hiwa,エージェント秘話
(‍仕方ないな仕方ないなText for Wise/しょうがないなぁしょうがないなぁText for Belle‍),仕方ないな仕方ないな
アハブAhabu,アハブ
アンプAnpu,アンプ
アフリマンAfuriman,アフリマン
アイタナAitana,アイタナ
アレクサンドリナ・セバスチャンArekusandorina Sebasuchan,アレクサンドリナ・セバスチャン
アレクシスArekushisu,アレクシス
アリス・タイムフィールドArisu Taimufīrudo,アリス・タイムフィールド
"もう、届かないMō, Todokanai",もう、届かない
ドリアンDorian,ドリアン
渦巻く疑雲Uzumaku Gi'un,渦巻く疑雲
ロア先生Roa Sensē,ロア先生
ドリームレス・ヒーローDorīmuresu Hīrō,ドリームレス・ヒーロー
ドルDoru,ドル
メッセージボトルMessēji Botoru,メッセージボトル
メッセージボトルNO.1Messēji Botoru No.1,メッセージボトルNO.1
メッセージボトルNO.2Messēji Botoru No.2,メッセージボトルNO.2
メッセージボトルNO.3Messēji Botoru No.3,メッセージボトルNO.3
ドリフトテクニックDorifutotekunikku,ドリフトテクニック
ドリルリグ-レッドシャフトDoriru Rigu - Reddo Shafuto,ドリルリグ-レッドシャフト
夕焼けへGO！,夕焼けへGO！
夢縋りYume Sugari,夢縋り
アリーナメダルArīnamedaru,アリーナメダル
デュラハンDyurahan,デュラハン
ダスク・イン・ザ・ワイルドDasuku In Za Wairudo,ダスク・イン・ザ・ワイルド
無限ループMugen Rūpu,無限ループ
ディランDiran,ディラン
強化特殊スキル：V式サンライズ・アッパー-フルストローク,強化特殊スキル：V式サンライズ・アッパー-フルストローク
エコールームEkōrūmu,エコールーム
シルバーの復活Shirubā no Fukkatsu,シルバーの復活
エドガーEdogā,エドガー
エドモンドEdomondo,エドモンド
エーゲĒge,エーゲ
エリナーErinā,エリナー
電気属性Denki Zokusē,電気属性
露電幻夢ⅠRoden Genmu I,露電幻夢Ⅰ
電撃リップグロスDengeki Rippugurosu,電撃リップグロス
ビリビリボンプBiribiribonpu,ビリビリボンプ
優美のヴァニティYūbi no Vaniti,優美のヴァニティ
エレベーターErebētā,エレベーター
エイファEifa,エイファ
エリアナEriana,エリアナ
抹殺リストMassatsu Risuto,抹殺リスト
エリスErisu,エリス
"「精鋭」アシスタントボンプ""Seiei"" Ashisutanto Bonpu",「精鋭」アシスタントボンプ
